Emotion,Text
anger,Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing
anger,At the art all state. I feel very sick.
anger,I went over the limit for actions per hour for twitter clients.  i hate that limit.
anger,@LittleMissDx it sux ur so it a diff country
anger,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech
anger,@MissNikkiC I kno I kknow ... sigh... been on. but it sux
anger,WORSE FUCKING DAY EVERRRR.   Tonight better make up for today
anger,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!
anger,"Ugh, okay I'm going to go shower now  and then shopping with mommy, let's hope I don't pass the fuck out."
anger,@thecultureofme don't feel too bad i just had a burrito from there and it kinda sucked.
anger,I was waitin' so many new and good songs about the end but I didnt like it so much
anger,@TheSims2 aww BBQ? that's not fair  all i had was chocolate
anger,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!
anger,"damn, my photo is gone!"
anger,ugh trek of hollie steel  she annoys me &gt
anger,Facebook decided I'm annoying or abusive because I add lots of friends. At least I have no distractions from coursework now...
anger,At home now. Feeling very tired. I want to take a nap but I can't.
anger,ohhhh my feet ache
anger,at economics i wanna go homeeeeeee  im tired and i hate the teacher.  and iï¿½m sick of half of my classmates and i wanna go home and sleep
anger,@McFlyingGirl  i got too do course work   i hate it it is hard this one
anger,LUCY IS HATING ON MY GWEG!
anger,@3minds nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...
anger,"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG"
anger,@raerica what?really? That sucks  http://myloc.me/20Yy
anger,Sunburn hurts!
anger,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery
anger,@ShannonDae really? I hate the mobile twitter..its hard to tweet with a sidekick
anger,frustrated by my stupid iPhone I need a blackberry!!!!
anger,I hate watching the News. Why do such awful things happen?
anger,As if the day couldn't get any worse! Am once again an involuntary audio audience to the (not so) domestic bliss emanating from next door
anger,"@TalentAgentLA unfort, i can't DM you b/c ur not following me"
anger,@walksthesehills i will push it into the sea for you
anger,"Oh insomnia, I hate you. I'm bored of staring at my ceiling, cano go sleepnow please?"
anger,There are bugs attacking my laptop
anger,@Mahalat Sorry. Not unemployed.
anger,Just saw my boo he went back to work now time to do my hair but it's going to rain WTF
anger,@PreciousLittle so jealous
anger,@toriigwyn i want chinese food really baaad.
anger,@erickajonasbby aw poor u   DON'T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol
anger,In a period of exams days are for study and nights for study and sleep... no funny time...
anger,@hptwilighter I'm dying to read it!  I hate England.
anger,I'm really mad at the world today. Today is just a sucky day.
anger,ah my tummy hurts  damn starbucks sugar/chocolate/caffeine
anger,@caniszczyk Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole
anger,"Mobile phone check-in? Another fail! American's service came close, but crashed at the gate. I'm now 0 for 3."
anger,Hates that my a.c doesn't work! Its so hot
anger,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum
anger,I feel like poop. I hate being sick
anger,"@richcav Yes, they can, but the selection is arbitrarily and severely limited because of nonstandardized copyright laws."
anger,im so not feelinq this huqe ass pimple smack in the middle of my doom. it aint riqht man
anger,@lexiloohoo ugh! Fuck it. Today doesn't look like it's going to work  i'm sorry
anger,Princess Sakura is MINE  therefor i want to use it on TJ! grr
anger,@FlittyGadabout I'm not a hobo.
anger,@heatherofficial you make people drink petrol and set them on fire? Your not the person i thought you were
anger,Birthday tomorrow. Doing jack shit all weekend
anger,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later
anger,@thatdude356 someone hates me
anger,"I have to go clothes shopping tomorrow  I hate it, but I have a serious &quot;clothes falling apart&quot; situation here."
anger,"Q: what happens when you don't marry your ex? A: you dont get a ring, therefore ending up with NOTHING to pawn when u need $$"
anger,@notbeaverhausen I want to hit that
anger,Feel like crap today   Got a speeding ticket 1st since 5 years...blows!!!!!!!
anger,I'm not sleeping at all until @thisisryanross accepts my appology
anger,its raining! boo
anger,crap! tying run is on 2nd!  let's hold em' Raiders!
anger,@katecameron2002 o can't work that one out  pain in the ass them spammers
anger,is tired if ppl shit talking
anger,@xxJordanx just stop talking if ur gonna be that mean
anger,"Ugh. I hate bad grades. 1st time I've ever failed a class and no As- B, B, D, W, I, I! Not like me at all"
anger,@karyaazure WHAT'S WRONG WITH ECHO? NOOOO!    I'll kill that lady!
anger,God damn you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!
anger,@leprakhauns when you haven't had one in over a week! that was a really mean joke he just played on me!
anger,@BitterTea ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them
anger,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...fuck you microsoft...i want win 7
anger,I h8 this weather!! It's the be gloomy &amp
anger,"I hate traffic. Dallas is nothing, but traffic!"
anger,I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings
anger,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more"
anger,cleaning and packing. Moving house is shit. It's going to be a long weekend....
anger,i have had the worst headache ever in the history of worst headaches today!  man i hate those!
anger,@ChuckQuartz Oui mademoiselle. You can barely turn around these days without bumping into one.
anger,About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!
anger,My radiator boiled out
anger,@Ainz90 anyday! I hate living here!
anger,People are just pisssing me offf. Ugh
anger,This herniated disc sucks.  I'm stuck mostly on my back when I could be out riding.
anger,Car-warmed Sprite tastes like sore throat
anger,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there
anger,@DanielFielding Same! And big moths and wasps and just insects in general HAHA I hate them
anger,Ugh!! Why isn't inFamous on xbox360!!!?? Fucking lame.. Its only on PS3..
anger,I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr..
anger,"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa's  ohhhhh &lt;3"
anger,"@dougiemcfly me too, it sucks"
anger,@xxxqueenteexxx sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!
anger,i may cry damn this weather got my ass burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha
anger,"Just got a follow from @lindsey5054. Yep, it's spam. Damn twitter traffic machine."
anger,@AHisme  it sucks big time. I am in Sheffield till Sunday. I don't think I can pretend to be happy and smiley anymore.
anger,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .
anger,"@sexidance I saw slater on some MTV show, So you think you wanna dance with slater or some crap like that. Where's Kelly Kapowski"
anger,SON OF A BITCH!!!! ARGGGHHHHHHHHHHH SO OVER IT.
anger,This day is fkn UGLY &amp
anger,Damn it's warm. Want to stay out the back garden to protect the doggie from the bastards next door.
anger,@DanielJUK awwww  nsty when ppl make fun of someone &amp
anger,"@bobbythomas1 Oh no, garlic juice nooooooo  thats disgusting...grrrr"
anger,The only way I'll feel safe is when he's finally in jail where his stalker ass belongs!
anger,@AmberRainDesign many tribes r becoming extinct  I blame Mc Donalds!!!
anger,Damn I hate this weather this shit sucks! I wanted to go out tonight but not n no mess like this
anger,i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!
anger,btw ian watkins has stopped following me  so i am a wee bit pissed off!
anger,@tommcfly How dare you apologize to the UK for being gone for a while but don't apologize to america for never touring here at all!!!
anger,I totally forgot thats its friday till I read @AlyssaNoelleD's tweet. Ha. I feel dumb  *Take A Breath*
anger,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no fucking license. no more touch"
anger,@alexholroyd I'm just bustin' ya chops
anger,@gorgeousapg hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol
anger,Having really bad sorehead
anger,Its Gloomy as Fuck outside Ewwwww
anger,@emboosh aw that sucks
anger,"Apple is also rotten in the center, just my luck"
anger,They wouldn't reverse any of my overdraft fees.
anger,So much for running outside like I thought I was going to  looks like the treadmill will have to do for today....thanks a lot rain
anger,@rockinaround nope  don't you think it's a crime? :/
anger,At the bus stop there's always a big pile of loogies. So. Gross.
anger,@ImWendy that sucks!
anger,But he has an out of date script. That's really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.
anger,"Ugh, I hate 90 degree weather"
anger,Just when I thought albany couldn't any worse my ao's leave me
anger,I hate waiting in lines
anger,"I hate being reminded how weak my eyes are  I overdid reading today, they're sore as fuck. Going to rest. -sigh-"
anger,@thirdgradehater this traffic is ridiculous im may not make it
anger,@toin9898 Wow.. that really sucks!
anger,@MsStella damn. You could have just called or told me in person. You didn't have to humiliate me in front of the whole twitterverse.
anger,"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?"
anger,f*** that weather
anger,Nothing good at the five dollar sale.
anger,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm
anger,Dear On the Boards Theater: You are so loud above my head  stomp stomp ugh
anger,@tezi_soch hah nooo she is the obly one that can AUMFFF i hate nick because he is datin miley
anger,The Bucket List was a very bad film choice this evening.  I may need therapy now
anger,Bit disappointed with The Killers On Jonathan Ross  He's sexy as hell though
anger,"boredddddddd, work tomorrow..  and sunday. i hate clarks"
anger,"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids' slobber on Thursday"
anger,@LaKia unfortunately noy   my life suck this year.
anger,I really hate it when someone calls themself your friend BUT you only hear from them when they want something from you  #friendfail
anger,I hate my vserver. Java says: Could not reserve enough space for object heap
anger,@MirandaBuzz ahhhhh....... i hate math!!!!!!! right now we r doing something so hard that we just learned today......  lol
anger,"@Skittles3640 No prob, skittles we always gonna have yall's backs. The true sweeties dont play.. LOL But yea we just got heated. We sry"
anger,so very irratated
anger,@MVPublicLibrary don't tape hold slips to items !! just ripped a digipack cd case
anger,@nelsoncrew  Don't hate me  I seek approval from anyone and everyone..
anger,@boriqua206 Cause I'm not hearing from you guys!!!
anger,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!
anger,It should be illegal for me to date
anger,I hate thunder and lightning!
anger,"Musically, these headphones are awesome. For staying in my ear... not so good."
anger,i hate rain and people.
anger,"exhausted, but forced into attending a lock-in"
anger,My bike was put on hold...should have known that.... argh total bummer
anger,i don't wanna go back to school on monday
anger,it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry too...I hate storms! wah
anger,@DreamsAnais_MJA ..I don't know who gon do the yelling &amp
anger,can't upload a picture. I already hate twitter
anger,i feeeel like shiit  blahhhhhhhhhhhhhh
anger,How the fuck do 2833 songs fill an iPod that is supposed to hold 4000?
anger,@karriereKay being sunburnt is horrible
anger,@mtmont gah!!! twitpic is uploading sideways today
anger,@Anna_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible
anger,@Yermilla really? bcoz i'm not good in math &amp
anger,whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML
anger,"Living down @ Alki without off-street parking BLOWS. 3:30p &amp; there is no parking. Wkds are the worst, feel like a hostage."
anger,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw"
anger,Lol..2 people in falcon..and boo one of them being becca
anger,@velvetella Hey! Polka dots or black dress. Both very glam. Mobile twitter's a bit crap at the mo.
anger,"@SeanyeWest the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl"
anger,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this damn night shift........
anger,Windows updates suck. There are so freaking many of them.
anger,"y do i even bother getting a new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool"
anger,@harperkzm that sucks  booo.
anger,There is ALWAYS one JOYKILL in the crowd!    haters!
anger,"@erickimberlin ew man, i hate you  TBS &lt;3"
anger,"@HallamBritten I talked to Kat, that is crappy"
anger,Did NOT get paid today.
anger,People are people...nooooo? Id never have guessed tht...idiot..im grouchy now
anger,So my parents are too busy making me feel like crap to realise that I've got worse and need to see a doctor again. No sleep sucks
anger,I'm being so whiny right now I'm annoying myself  i need to get some rest tonight after Movie Night kid-sitting
anger,"i'm going to sleepies, feel poorlies and pissed off  night night tweeples xxx"
anger,#whyareyoustillhere One Tree Hill!!! [[ They cancelled my shows The Game &amp
anger,"OMG, Tony Hawk's motion on the nintendo DS sucks ass!"
anger,@zanylikethat Awwwww.
anger,My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!
anger,ahhhhh fuck it..... none of my friends want to see it... and they don't wanna chill tonight... so its just me myself and i
anger,"@NikkiCSWS OWW! that girl needs her meds. I feel her, though. Adam got cheated"
anger,I got dropped froma coupla ppl that were following me  Damn Detroit Fans!!!
anger,"I'm so sick, it's ridiculous."
anger,Listening to shit music.
anger,"Dammit, more money to spend on iPhone apps... haven't finished Wolfenstein yet  http://bit.ly/Othhv"
anger,errr....I don't want to go sit in the heat and watch a high school graduation.
anger,@johnmaine ahh i wish you guys would come to a hot topic near me.
anger,Pissed at you @KatieHanrahan  http://myloc.me/21CU
anger,Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!
anger,Struggling...selfishness and jealousy doesn't get you any further in life... ohh myyy
anger,"@thatgirlonline Dude you're always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish"
anger,@MsPrincessLala @AshleyNicole305  someone is ignoring me  &amp
anger,"@kimi_joyner And he can't even tell me.  Me and him are fucking done, professionally. Fuckin' ass."
anger,"It's called communifuckingcation.....learn it, know it, do it. These stupid ass people!"
anger,Hmm maybe I this time I really did over react and do the worst
anger,@Miss_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?
anger,@bongy_k Your teacher sounds uber disrespectful.
anger,i bit my lip...hate it when i do that.
anger,I have had the William Shatner version of Rocket Man in my head for 3 days now. It's fucking distracting
anger,I hate being yelled and sworn at
anger,"@Spidersamm ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch"
anger,"Okay, so the only reason I'm not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM"
anger,"fuuuuu, helllla sleepy, had no lunch, now I'm working 4 to 10... gota wait till 6 to eat."
anger,Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.  at 5900.
anger,I am slowly getting angry at this Jon and Kate Plus 8 thing
anger,"@Daft_Punk_Robot  wtf.....winter isn't due til monday, am freezing"
anger,@Vahevalarain awe.. that sucks and I can't... we're trying raffis' birthday 2.0  &lt
anger,Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price
anger,@thehypercube - touched a real live Cube in Hamilton. Dealership closed - couldn't sit in it though
anger,Yay for St Louis traffic
anger,my phone is dead  this sucks
anger,"@foodphilosophy seriously, technology isn't always my friend. Nothing like doing double research."
anger,Stupid storm. No river for us tonight
anger,@littlelindseyyy i hate it
anger,Headed to Chicago for my cousin's wedding. Leaving at 5pm on a Friday was a horrible idea. Sitting stopped in traffic
anger,general cleaning! i hate cleaning
anger,I miss my saraH. baby come back!  (fuck bbvag smell.)
anger,Ew traffic
anger,hates getting wasted
anger,shocked that she said that 
anger,@hollay I hate you
anger,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.
anger,ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now
anger,Ok so I'm fuckin hungry....!  I'm fat I know..I know..! Aha
anger,@shemeika of course you'd be going there when I'm not there!
anger,Iï¿½m really disappointed...
anger,I am going to be sooooo busy today it's not funny. i hate busy day's
anger,I'm gonna cryyy!!! My car looked so good clean and its fuckin raining!?! I always do this...wash it right before it rains
anger,24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom
anger,Cleaned out me Followers List and blocked the porn girls &amp
anger,@IsoBan ... i hate it so much.
anger,@JusLisaE what a damn shame all that body to waste
anger,@inkswamp No FTP/Browser on the Mac  I may visit an old Mac Lab or Sneakernet with ZIP100s to Kinkos. Anyone with Fetch on a Floppy? DM me
anger,I was shocked by her reply
anger,Her answer was shocking to everyone 
anger,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!
anger,Danget  having problems with WLW and Blog engine  uggh... not again  !!
anger,God is a huge teaser
anger,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!"
anger,"RP @Bryan000: RP @MrSwishaTwista: RP @Bryan000: My crack...--Here's mine. ?----  I just threw up in my mouth lil bit--It's my legs, LOL."
anger,"@MirandaBuzzfans dont worry, i will. i HATE it when nobody comments on my pics"
anger,you not going nowhere bitch!
anger,stupid wireless!!
anger,Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!   HAT CLUB Come &amp
anger,@hellokatzchen  Anyone who can wear Victoria's Secret must submit pictures for the rest of us who cannot. My secrets must stay secret.
anger,"@aimzy24 I'm sorry, but x-men sucks... in a bad way!  ;p"
anger,"@requin they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes"
anger,"@LSOLO ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude"
anger,@DirtyDizco Maaan if I was in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
anger,11 Days left until freedom. I really just want to get through this weekend. I hate essays.
anger,what am i gonna watch after BGT  bad times
anger,@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumthin else let me kno so I can meet y'all 2 see wht yal gone do..
anger,"I hate horrible atmospheres, I pick them up so quick!  kisskiss xxxxxxxxxx"
anger,@robluketic damn i always miss it
anger,Hates bleech!! Messed up my black outfit
anger,i have to poop...  @sleezye89 is hogging the shitter
anger,first day of summer sucks!!!! its overcast and cold...  this isn't summer!?!?!?!?
anger,tell chris to stop making fun of lizzie
anger,"@DJLisaFoxx Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)"
anger,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0
anger,"In pain,, poor me, I HATE THE SUN"
anger,@Zaraa_x ah that's annoying
anger,"I spoke too soon, a nasty thunderstorm just came out of nowhere..I got soaked making a quick run to the store!!"
anger,@FallenStar1 .
anger,Hey @jerrymontano!  @secrettweet is mainly depressing!  It's all these people who are cheating or don't love each other anymore
anger,Sometimes black girls just piss me off like a mother fucker!
anger,@c0oki3 u think u have bills Ha!Ii just finished paying mine that's y I'm broke
anger,o damn i just accidentally listened to rick ross
anger,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.
anger,And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out...
anger,hopes whoever stole my purse and money gets what is coming to them
anger,@TJmodeling That sucks majorly...hhhmmmnnn...I'm thinking...I would've said the self tanner or a really good concealer...I'm stuck
anger,College work sucks so much!
anger,"@niqa86 Yes bb  There are actually 2 of them, but the other one I don't really give a shit about."
anger,@DrPostALot  sucks
anger,"@ForrestTheCat awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day."
anger,@BraveMaiden I don't get as much time here either. It's going to get worse now that the girls r home for summer.  It stinks.
anger,when i fell on my ass today i ripped my blue volcom boxers
anger,aww dude.. no fair. i thought that was the point of this thing
anger,soooo fed up with this
anger,Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.
anger,@iamcheerbear I know  It fucking sucks. anyway you can get a fake id or something?
anger,"I'm Twitter dumb. Just saw my &quot;@thecraftpantry.com&quot; &amp; all the kind folks who've tweeted me. AH!So sorry, I'm not ignoring you, just SLOW."
anger,"just camee back from bowling, which i offiacial suck at"
anger,@KrissyJill fuck.  It's only in Canada right now.
anger,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.
anger,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
anger,"still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic"
anger,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR"
anger,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!
anger,lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \
anger,@joshhebert yeah bit it is overheating a bit and the AC died.
anger,misses her phone... having no service sucks
anger,why is this english homework so hard  i seem to be getting nowhere
anger,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!
anger,I hate it when Trevor drives
anger,@AdamRPhoto ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww
anger,Shots suuuuck!  im done  no more vacines!
anger,well its hot as heck right now
anger,"@annettestarbuck heck yea that beats traffic!  Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here"
anger,I have to reupload the damn thing again
anger,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards
anger,Knew she was an idiot..
anger,"god, brera, why is your plot twist going to fucking everything up i can feel it"
anger,@brentonscowie  dude i will check again but i couldnt find anything  haha i am capital F-U-C-K-E-D
anger,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn't show me jobs open in the area."
anger,just got back home... bored now
anger,hates scaleeeee
anger,"So... Things didn't work out as expected, well damm"
anger,@CiiTYLiiGHTSx3 what happened? who's the jerk!?
anger,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.
anger,said final farewells to roommate.  almost finished packing then it's dc or bust on the 3rd. california: i divorce you x 3!
anger,@anwith1n Missed you at LoDo's
anger,Cleaning my house on a Friday night
anger,i already hate my tan lines  oh well better get used to them
anger,@acepilot P.S. I hate your work schedule! I wish you could come play tonight
anger,"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!"
anger,@jordaaaannnn Damn i wanna see the rest!! i only saw like 30 minutes
anger,@dnbchik ahhh...Lily's new kitten just took a giant wet stinky shit on me
anger,Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.
anger,ok... twitter I almost pass out because of you!! bastard    :'(
anger,"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut"
anger,My moms Season 3 of Weeds got burnt up in a family friends mobile home.
anger,Not talking to anais anymore.
anger,"@ThisStarChild It's just a shame what wisdom comes with age, but age destroys youth"
anger,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!
anger,Taking the caltrain to go see the giants. It's Cold and someone smells like pee
anger,@Mtn_Dew tokens haven't been working for me all day....
anger,@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter
anger,stuck here  ~*Lady*~
anger,@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too
anger,@BillyScallywag There's loads of highly qualified stuff  and loads STILL using snail mail.
anger,U know I didn't care for that wolverine movie and I'm a xmen fanatic. That joint sucked to me.
anger,twice in a week Qantas club lounge computers broken  #flyertalk
anger,@mayabbz oh damn that sucks
anger,Being in Vegas with @donniewahlberg would be so much better then home!! This has been the day from hell!!
anger,@branewurms that took me 3 rereads to see you didnt say eat &quot
anger,my nail broke  I haaaaaaaaate
anger,@MrWize sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho
anger,cleaning cleaning cleaning today then working out!  i love not working!
anger,Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?
anger,is home  excited that gemma is getting her breaking dawn MWAHAHAH (evil laugh)...is angry with hopeless assholes ...
anger,"@DavidArchie Good luck! If I remember right, everything in England is a rip off, anyway! And next time, write me back! Haha"
anger,@chicalit finding a place to crap on the move eh? Whoever said technology is crap?
anger,"@AndriaAndCo  Don't forget Twitter, the bastard step-child of enablers"
anger,@chregu block this IE6 shit
anger,Bored... Some vector shit... Off to work after this class..
anger,@bridgetmcmanus go into an anti-gravity chamber then you can tell gravity to suck it.
anger,"@prateekgupta I am just 'okay-okay' .. like the rest of the sane population in the world, I hate mondays"
anger,@xiape copy &amp
anger,@tommcfly dw you never will  xx
anger,@joecommisso i'm going to smack you
anger,Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt
anger,i hate bureaucracy. ahwell... aussies still going good
anger,"Boys are stupid, throw rocks at them"
anger,"@LiliCosic i'm good-making a list of things to do today.I have a week off in a few days,I dont want to be doing these chores things then!"
anger,They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone
anger,i just had the weirdest dream ever and can't see because owi credo is too brighi. But i hate guys
anger,via @uhmmm: Christopher Moore &quot
anger,"Jason Mraz is still serenading me, while I read &quot;Judicial Supervision of Executive Action in the Commonwealth Caribbean&quot;.  BBL!"
anger,@joolzP1 i was studying computing this year...bring as feck!! changing to plant science  next year
anger,@neillavin300 Ok well from the pic i take it you do. Thats unlucky . Lmao
anger,Ended up riding down brick lane  The A12 was dead (apart from scameras every 5 minutes)ï¿½ took an hour to get in.
anger,"@vrikis Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don't work very hard"
anger,IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT
anger,hate public Internet... sometimes they don't even reach farther than the transmitter itself... and I'm sitting right next to it  #WIN
anger,@emzyjonas Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait
anger,"@Miki_is_Rad yeah it was shit D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  xxx &lt;33"
anger,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day
anger,Why don't adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free
anger,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive
anger,"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB"
anger,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!
anger,cry baby. janes joplin what is this? munsay music. but i dont know wich shit day i  am today
anger,"I hate mondays, but I love @revision3's schedule. HELLO, DIGG REEL!"
anger,@beachNZ yep nothing better
anger,"@coollike &quot;And I'm packing your ANGRY eyes, just incase&quot;"
anger,gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book 
anger,"@LushLtd Well aren't you just the kindest people in the world  Unfortunately, I have no such enquiries!"
anger,@MissJoJoSmith I was thinking there should be a thumbs down button for Cry me a river.
anger,"@Chappers67 TV is shite,thank god for youtube"
anger,i hate the bus...any donations toward my car fund?
anger,@GeekWearsPrada Have you been going to the Trop for the last 5 years?  No more games for you!
anger,@MissMary i am so jealous!!
anger,@iaingilmour I queue for cake standing up and with a slight look of deranged anticipation on my face.
anger,@kg86 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!
anger,@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...
anger,@dannyvan i could have got you some from work and not paid more than R20 per 2l
anger,i am going to be disgraced with myself for life if i don't make it in next year. being a perfectionist sucks. good luckkkk
anger,fucken tired as fuck  it's sunny.. good day? deffff
anger,I WISH I LITERALLY COULD FUCK JUST ABOUT EVERY NIGGA IN THE WORLD...IMA NYMPH
anger,"his footy, and getting krisnan inu back on the team  / also, twitter, get rid of the ridiculous character limit."
anger,"@curtistrichel thank you for being cabbie this AM-wasn't pissed and slamming doors this AM BTW, just hauling ass to get bathed before 6!"
anger,"7846 - almost catching @comedyqueen up, so gonna kick her ass, and woop i will b joing the 10k mile high club soon"
anger,awake.  school. ew. but i put on some nice lotion.
